songID|songName|songLyric|Author
56872|TÌNH YÊU KHÔNG TRỌN VẸN|Ngàn vì sao lung linh sáng cao làm anh nhớ chúng ta hôm nào...|Anh Tú
50995|WE WISH YOU A MERRY CHRISTMAST|We wish you a merry christmast…|Nhạc Anh
52626|EM LÀ MẦM NON CỦA ĐẢNG|Em là búp măng non em lớn lên trong mùa cách mạng…|Mộng Lân
50716|XUÂN CHIẾN KHU|Mùa xuân về trong chiến khu…|Xuân Hồng
50210|AI LÊN XỨ HOA ĐÀO|Ai lên xứ hoa đào...|Hoàng Nguyên
58941|THƯ CHƯA GỞI ANH|Từ trong lòng em bao điều muốn nói anh nghe từ lâu Mà...|Nguyễn Hải Phong
54444|ĐÊM BUỒN|Đêm buồn, khi tôi tìm lại những ngày hạnh phúc êm đềm...|Duy Mạnh
50662|BẮC SƠN|Ơi còn đâu đây sắc chàm pha màu gió…|Văn Cao
55399|NHỮNG NGƯỜI BẠN BÊN TÔI|Nhiều lúc sóng gió trong cuộc đời tôi biết mình không lẻ loi...|Nguyễn Hoài Anh
57241|QUA CƠN MÊ - REMIX|Một mai qua cơn mê xa cuộc đời bềnh bồng...|Trần Trịnh - Nhật Ngân
57275|CHÚ VỊT CON|Chú vịt con đi chơi không hỏi bà|Triệu Huyền Ngọc
55735|DƯỜNG NHƯ|Dường như giữa ta là bóng đêm, dường như giữa ta là lãng quên...|Bảo Chấn
56841|SƯƠNG KHÓI|Chiều về chầm chậm đìu hiu khói thuốc đong đưa...|Hữu Thạnh
53433|KHI ANH RA ĐI|Bao đêm lang thang, bao đêm nhớ thương...|Kỳ Phương
52385|MẮT BIẾC|Nhớ tới năm xưa bên nhau bước trong chiều mưa…|Ngô Thụy Miên
51560|VẮNG CHA|Trong màn đêm hắt hiu…|Quốc An
59575|XIN ANH ĐỪNG ĐẾN|Ánh sáng trắng xóa bỗng thấy em trong cơn mơ Một mình...|Addy Trần
53265|ĐẢNG LÀ CUỘC SỐNG CỦA TÔI|Đảng là cuộc sống của tôi, mãi mãi đi theo Người...|Nguyễn Đức Toàn
53910|NGÀY ANH RA ĐI|Chờ anh mãi, em chờ anh mãi giữa trời giông tố...|Mỹ Tâm
52949|TRÁI TIM BĂNG GIÁ|Hoàng hôn nắng úa lá khi mùa thu đi qua...|Nguyễn Minh Anh
53969|VẬY LÀ MÌNH XA NHAU|Người ơi vậy là mình đã xa rồi, đâu ngờ những tháng năm...|Bảo Chinh
55966|BÀI HÁT BUỒN|Bàn tay bàn tay bé nhỏ mùa đông tìm đâu hơi ấm...|Dương Thụ
57339|PHẢI LÀM SAO|Thở dài từ bao suy nghĩ|Lương Bằng Quang
57661|TRẮNG ĐEN|Em đang thấy ngày quá dài|Mỹ Tâm
50815|BÀI CA NHỚ BÁC|Bác ơi thương nhớ vô cùng, thầm gọi tên…|Xuân Quang
56418|HỐI TIẾC|Còn gì nữa đâu mà bảo nhau đợi chờ, tình em hút sâu…|Trầm Tử Thiêng
50997|NƠI ẤY BÌNH YÊN|Giữa đêm tối nhớ về em...|Bảo Chấn
52915|MẬT ĐẮNG TÌNH YÊU|Người cho ta bao lần nhớ bao lần lỡ hẹn hò, để đêm đêm...|Hàn Châu
50868|ĐOẠN KHÚC CUỐI CHO EM|Trên con đường một mình em…|Hoàng Trọng Thủy
50264|QUA CẦU GIÓ BAY|Yêu nhau cởi áo ối à cho nhau…|Dân ca
51426|TÌNH HỒNG NHƯ MƠ|Ánh mắt ấy quá thắm thiết…|Nhạc Hoa
58742|ANH MÊ VỢ BÉ|Bông điên điển rụng ngoài sông trách ai nỡ quên lối về Bụi...|Vũ Quốc Bình
59158|GIÓ VỀ MIỀN XUÔI|Gió về miền xuôi Anh đưa em cuối nẻo cuối đường Gió...|Anh Việt Thu - Thiên Hà
50491|TÌNH LẦM LỠ|Từ đây thôi vĩnh viễn ra đi…|Nhạc ngoại
52761|HÃY NHÌN VỀ TƯƠNG LAI|Sự thật trước mắt anh không biết phải làm sao…|Phan Đinh Tùng
56627|XA EM GÁI QUÊ|Một chiều trở về miền quê tìm em gái nhỏ năm nào...|Sơn Hạ
56682|CUNG ĐÀN VÀ NỖI NHỚ|Anh không nhớ đây là bài tình ca thứ mấy anh hát em nghe...|Tô Tài Năng
53442|MIỀN QUÊ TÔI|Xa quê hương đã lâu từ lâu rồi, nhớ vô cùng...|Quang Minh
58745|ÁNH CHỚP SỰ THẬT|Nước đá tan dần trong ly, nắng tắt sương chiều rơi chớm lạnh...|Mai Thu Sơn
53538|CHIM SÁO|Trong rừng cây xanh sáo đùa sáo bay, trong rừng cây xanh …|Dân ca Khơ Me Nam Bộ
52178|ĐÁNH RƠI TÌNH YÊU|Khi màn đêm buông xuống vây quanh, em bỏ đi…|Minh Khang
56314|CỎ VÀ MƯA|Em cỏ khát, anh mưa rào đầu hạ, cỏ uống mưa, run rẩy cỏ đang thì…|Giáng Son
55067|NGƯỜI RA ĐI NGƯỜI Ở LẠI|Đêm mùa thu lá rơi buồn sao thắm thiết...|Minh Vy
51384|XIN ĐỪNG TRÁCH ĐA Đ A|Rồi con chim đa đa…|Võ Đông Điền
56982|CỐ NÍU LẤY ĐÔI TAY|Cố nhắm đôi mi thật lâu rơi từng giọt nước mắt...|Lê Trí Trung
56900|XA NHAU TỪ ĐÂY|Còn không anh lời yêu thương dành cho nhau còn không anh...|Nguyễn Hoàng Duy
58150|MONG EM HẠNH PHÚC|Lang thang nơi đâu chốn đông người Riêng anh cô đơn với...|Blue Duy Linh
55767|NGẮM MỘT VÌ SAO|Những ánh sáng của vì sao như dần đang che mờ...|Bảo Thạch
59877|XIN LỖI ANH|Được ôm em trong tay Để em yêu nâng niu Thật là hạnh phúc...|Hoài An
54159|ÂN TÌNH ĐÁNH MẤT|Có bao đôi tình nhân yêu nhau thật lòng được đến bên nhau...|Trương Lê Sơn
50235|EM GÁI HÀ TIÊN|Hà Tiên ơi đất đẹp ngàn đời…|Y Vân
52712|ANH MONG EM|Em em có biết anh đang thầm mong, mong em đến…|Duy Mạnh
50765|NÓI SAO CHO EM HIỂU (HOW CAN I TELL HER)|Khi anh sống trong âm thầm…|Nhạc ngoại
52004|ĐÃ QUÁ NHIỀU NỖI ĐAU|Làm sao tôi quên đi những ngọt ngào đã trao về người…|Nhất Trung
51100|HOÀI CẢM|Chiều buồn len lén tâm tư…|Cung Tiến
57211|CHO EM MỘT LẦN YÊU - REMIX|Người bỗng đến bên em vào một hôm nắng....|Đức Trí
50751|TÌNH YÊU MÀU XANH|Thiết tha say sưa ân tình…|Nhạc ngoại
58334|NỖI LÒNG NGƯỜI THA HƯƠNG - REMIX|Đêm đêm tôi nằm ôm nỗi buồn Nhìn về xa xưa với những...|Duy Mạnh
57429|SAO EM NỠ VỘI LẤY CHỒNG - REMIX|Lời ru buồn nghe mênh mang mênh mang|Trần Tiến
56949|BỨC THƯ TÌNH THỨ 5|Anh đã hứa gì em còn nhớ không, hãy cứ bình tâm đừng âu lo chuyện đời...|Đỗ Bảo
51682|TƯƠNG TƯ|Từ chợ em ra về quanh co con đường quê…|Quốc An
51830|MƠ VỀ CÔ BÉ YÊU|Bé dịu dàng làm sao trong màu áo xinh thật xinh...|Cao Minh Thu
51390|NỖI ĐAU CHIA XA|Chợt một ngày ngồi bên...|Phương Uyên
55958|ÁNH MẮT ĐẦU TIÊN|Đêm qua lang thang bước trên dọc nơi hành lang phố quen…|Nguyễn Hồng Thuận
50713|NGƯỜI MẸ CỦA TÔI|Nước mắt mẹ không còn…|Xuân Hồng
52841|VẪN MONG ANH QUAY VỀ|Tình đầu là tình chia ly, đau xót khi con tim ai hay đổi thay…|Trường Huy
55909|TẠM BIỆT BÚP BÊ|Tạm biệt búp bê thân yêu, tạm biệt gấu Misa nhé…|Hoàng Thông
55220|BÀI CA TRÊN ĐỒI|Chuyện ngày qua có một chàng trai đến với người yêu...|Mạnh Trí
55974|BẬU BÌNH BÁT|Bình bát ơ buồn ai tan tác ơ, lỡ mối duyên lòng buồn người bỏ xứ xa quê…|Sơn Hạ
52912|LỜI SÁM HỐI|Tiếng hát của em trữ tình mát như dòng suối, êm như làn mây…|Thanh Sơn
53542|CHÚC TẾT NGÀY XUÂN|Tết tết tết ngày tết đến mùa xuân rộn ràng…|Tiến Luân
51938|NON NƯỚC HỮU TÌNH|Non nước hữu tình quê mình xinh đẹp quá…|Thanh Sơn
50419|THU QUYẾN RŨ|Anh mong chờ mùa thu…|Đoàn Chuẩn
57193|VỤT TAN|Lạnh lùng nơi đây từng đêm trắng không gian yên lặng...|Nguyễn Hoàng Duy
51582|HÀN MẶC TỬ 1|Ai mua trăng tôi bán…|Cổ nhạc: Viễn Châu Tân nhạc: Trần Thiện Thanh
50448|ROCK BUỒN|Bầu trời ngập tràn nắng ấm...|Phú Quang
55794|TRÀ SỮA|Một mình ngồi bên quán quen ngày xưa...|Nguyễn Hoàng Duy
57670|VẾT THƯƠNG VÔ HÌNH|Anh không mong tình yêu sẽ đến vội vàng|Trần Nghiệp Hoàng
55982|BÓNG TRĂNG ĐANG DẦN TRÔI|Một mình trong căn phòng vắng ngồi nhớ mong bóng hình em...|Duy Mạnh
54809|NHƯ GIẤC MƠ|Ngơ ngác nhìn hạt sương trắng long lanh vai mềm...|Văn Phong
57423|NHƯ VẬY NHÉ - REMIX|Cười đi em, đừng khóc nhé|Khắc Việt
56070|GHÉT ANH GIẬN ANH|Chuyện tình yêu em cứ ơ thờ, đường vào tình yêu em đã không ngờ...|Minh Vy
51117|LẦN ĐẦU NÓI DỐI|Lần đầu tiên em nói dối...|Vinh Sử
52851|XUÂN ĐẸP LÀM SAO|Đẹp làm sao gió xuân mơn man cành đào, đẹp làm sao...|Thanh Sơn
53614|ÔNG NOEL DỄ THƯƠNG (PETIT PAPA NOEL)|Này ông Noel dễ thương về mọi nơi ông mang ước mơ ước mơ…|Henry Martinet
55904|SINH NHẬT HỒNG|Sinh nhật hồng cho em thêm tuổi mới, môi nở nụ cười…|Lê Quốc Thắng
51486|TRÊN DÒNG SÔNG NHỎ|Quê hương tôi có dòng sông nhỏ…|Hàn Châu
50469|MÂY LANG THANG|Mây sao còn bay mãi…|Nhạc ngoại
52225|LÝ CON CÓC|Cóc chết nàng Nhái mồ côi bấy lâu, Chàng Hiu nó bèn…|Dân ca Cần Thơ
50020|SƠN NỮ CA|Một đêm trong rừng vắng...|Trần Hoàn
53523|ÂY DA ÂY DA|La la la… Một ngày thật vui xôn xao, một chân tình đây đấy sao…|Lương Bích Hữu
50511|TRỞ VỀ DÒNG SÔNG TUỔI THƠ|Trong tim ai cũng có một dòng sông riêng mình…|Hoàng Hiệp
58107|EM VẪN HOÀI YÊU ANH|Ai có hỏi vì đâu ta cách xa nhau rồi biết làm sao...|Nhật Ngân
53042|NỬA TRÁI TIM YÊU NGƯỜI|Ta tiễn em về đi với người, về nơi ấy mai này còn nhớ ta không...|Phùng Anh Duy
58055|BÀI TANGO TÍM|Bài tango tím như cánh pensee buồn. Như tiếng cô đơn tận cùng...|Mạnh Phát
55206|24 GIỜ 7 NGÀY|Tiếng nói ấm áp đâu đây còn vang khắp phòng…|Huy Tuấn
52999|GIÚP BÀ|Bây giờ là mùa đông, trời lạnh lắm bà ơi...|Nguyễn Đình Nguyên
56066|EM VỀ ĐI|Em về đi...Yêu thương làm chi cho lòng đầy nuối tiếc…|Sỹ Luân
54832|THỨ BA HỌC TRÒ|Nhất quỷ nhì ma... Ôi bao nhiêu yêu thương bên ngôi trường xưa...|Nguyễn Nhất Huy
54784|MỘT GIỜ SÁNG|Yêu anh khi anh vuốt tóc em dịu dàng...|Thủy Tiên
52894|EM BIẾT PHẢI LÀM SAO|Bước chân nào tìm về trên lối xưa, những ân tình hẹn hò…|Hoài An
50342|MORE THAN I CAN SAY|Oh yea yêu em sẽ yêu em...|Nhạc ngoại
55013|KHÚC GIAO THỪA|Một năm tuyệt vời đã qua, người người lại cùng đón xuân...|Phương Uyên
52349|CÔ ĐI NUÔI DẠY TRẺ|Mùa xuân ai đi hái hoa, mà em đi nuôi dạy trẻ…|Nguyễn Văn Tý
58262|ĐIỀU EM LO SỢ - REMIX|Anh! Em muốn tin ngày mai khi Mặt Trời lên Em vẫn thấy...|Nguyễn Văn Chung
55601|HÁT VỀ MẸ|Vẫn hát về mẹ, vẫn hát những lời ngàn đời nhớ ơn người...|Chẩm Hồng Giang
51594|LÝ CÁI MƠN|Đàn cò bay về nơi thương nhớ…|Dân ca Nam Bộ
57100|MÔI XINH NỤ CƯỜI|Hãy nói hãy nói với anh hỡi em điều thật lòng...|Hoài An
55249|CHIẾC Ô NGĂN ĐÔI|Một hôm ta đi với nhau mưa rất nhiều và rất lâu…|Sa Huỳnh
59528|NƯỚC MẮT HỌA BÌ|Nhiều khi đôi lúc thinh lặng, chìm trong bóng tối hiu quạnh...|Nguyễn Đình Vũ
52503|HÃY VUI LÊN ĐI|Này cô em dễ thương hay cười vui…|Minh Nhiên
59481|LÁ CỜ|Tôi lớn lên khi đất nước không còn chia Bắc- Nam Chẳng biết...|Tạ Quang Thắng
53432|KEM DÂU TÌNH YÊU|Lòng anh khao khát được như giấc mơ...|Nguyễn Hồng Thuận
53295|KHÔNG 2|Không không đến với tôi đến với tôi nữa làm gì...|Nguyễn Ánh 9
51298|MIỀN TRUNG NHỚ BÁC|Bác nhớ miền Nam…|Thuận Yến
55994|CHỈ MÌNH EM THÔI|Người yêu hỡi có nhớ anh thường nói chỉ có em mà thôi…|Tùng Châu
55515|HOÀI NIỆM|Tựa những phút giây sương đêm lắng trên bàn tay của anh...|Bảo Thạch
53030|NẮNG ƠI|Hạt nắng gieo vào lòng phố vắng...|Thập Nhất
59894|HOA TÍM NGƯỜI XƯA|Rồi chiều nay lá khô rơi đầy có người nhìn buồn lây Gom...|Tân nhạc: Thanh Sơn
50702|NHÀNH CÂY TRỨNG CÁ|Bẻ một nhành cây nhành cây trứng cá…|Vinh Sử
50748|TÌNH THIÊN THU|Chuyện tình tôi như…|Nhạc ngoại
55240|CHÀNG MILO (CHÀNG BABY MILO)|Baby là anh đó, baby thật xinh trai, baby đội nón hiphop...|Đông Nhi
51725|TÌNH ĐỜI NGHỆ SĨ|Em đi đường em tôi đi đường tôi cuộc tình mình...|Nguyễn Ngọc Thạch
58471|GIẤC MƠ KHÔNG CÒN LÀ GIẤC MƠ|Vội vàng đến thật nhanh cho lòng em khắc sâu Tưởng chừng như...|Phương Uyên
57848|NẾU VÀ CÓ LẼ|Nếu tìm được một người yêu em nhất Nếu như người ta cũng...|Phạm Trưởng
50660|ĐẾM SAO|Một ông sao sáng…|Văn Chung
57373|TỔ QUỐC NHÌN TỪ BIỂN|Tổ quốc đang bão giông từ biển|Nhạc: Quỳnh Hợp
57314|HÌNH BÓNG EM CÒN TRONG TÔI|Màn đêm buông xuống, chìm trong nỗi nhớ|Duy Mạnh
53458|NGÀY NHỚ ĐÊM MONG|Đã bao ngày qua nhớ hơi ấm đôi bàn tay...|Bùi Anh Dũng
52618|ĐỪNG ĐỂ NGƯỜI TA BUỒN|Đắng cay thật nhiều rồi cũng xa nhau mãi thôi...|Vũ Quốc Bình
58375|ANH CHỈ LÀ CƠN MƯA|Lại một đêm dài vắng em, vẫn nơi ô cửa lúc xưa. Vẫn...|Bảo Thạch
56384|GIẤC MƠ ANH VÀ EM BÊN NHAU|Cho anh yêu em như ngày xưa, là lần đầu mình mới gặp nhau…|Nhất Trung
57847|NẾU HAI ĐỨA MÌNH|Nếu hai đứa mình không về cùng chung lối đường. Thì dù hoa...|Anh Bằng - Lê Dinh
58099|ĐỢI CHỜ MỘT TÌNH YÊU|Từng ngày thật dài mãi nhớ hình dung 1 người. Khi môi nàng...|Nguyễn Hồng Thuận
54271|LAN ĐIỆP 2|Tôi viết vào đây truyện nối tiếp tình yêu hai mái đầu...|Mạc Phong Linh
52338|CHỊ ONG NÂU VÀ EM BÉ|Chị ong nâu nâu nâu nâu, chi bay đi đâu đi đâu…|Tân Huyền
53155|HUYỀN THOẠI HỒ NÚI CỐC|Bồng bềnh bồng bềnh, chòng chành chòng chành...|Phó Đức Phương
51165|GIẤC MƠ MÙA ĐÔNG|Những giấc mơ trong tim rồi đây...|Lê Quang
50878|MỘNG ĐẸP NGÀY XƯA|Nhớ ngày đó ta say đắm…|Nhạc ngoại
56876|TƠ TẰM|Chiều nay ra bờ sông vắng thấy con chuồn chuồn bay về...|Huỳnh Ngọc Đông
55476|YÊU YÊU YÊU (LOVE LOVE LOVE)|Love love love tình yêu mà em dành riêng trao về anh...|Duyên Hương
57228|HÃY VỀ ĐÂY BÊN ANH - REMIX|Một mùa thu tàn úa...|Duy Mạnh
54716|ĐỪNG XÓA TÊN ANH|Khi ta bên nhau đôi khi anh thật vô tâm quá...|Đào Trọng Thịnh
59814|NGÀY ẤY BẠN VÀ TÔI|Thời gian dần trôi cùng với tuổi thơ Ngày xưa hồn nhiên...|Lynk Lee
53822|YÊU TRONG ĐỢI CHỜ|Khi xưa anh nào hay tim em mang lừa dối đã bao lâu rồi…|Hoàng Nhã
52497|GIẤC MƠ MÙA THU|Người đi ra đi mãi mãi, chốn xưa tôi còn mong chờ...|Võ Thiện Thanh
53033|NGÀY KHÔNG BÌNH YÊN|Ngày ta lạc nhau là ngày không bình yên...|Trương Lê Sơn
58074|CHOCOLATE|Em không ưa anh trao em, bao lời yêu mà anh từng...|Trang Pháp
57636|QUÁ KHỨ VẪN LÀ QUÁ KHỨ|Bao nhiêu ngày tháng bao nhiêu buồn vui|Nhất Trung
53059|THƯƠNG NHAU LÝ TƠ HỒNG 2|Kiệu vàng chờ ai để em chứ theo chàng...|Trương Quang Tuấn
54881|BÀI CA ĐÊM|Rồi đêm sẽ qua, cuộc vui cũng qua, em vẫn bên anh...|Bảo Chấn
59564|VÀ EM GỬI LẠI|Em gửi lại giấc mơ cùng hy vọng Của tình yêu đã...|Bảo Thạch
55823|DẠI KHỜ|Đêm dài yêu thương xa xăm về lại…|Nguyễn Hải Phong
51465|TÌNH BUỒN|Còn nhớ khi vừa mới quen...|Chương Đức
57015|EM CHỌN LỐI NÀY|Chân em đi rừng nhiều đường lắm lối này này ơi...|An Thuyên
57181|TRẢ NHẪN KIM CƯƠNG|Trả nhẫn kim cương cho kẻ xưng chồng...|Vinh Sử
55518|KHI CÔ ĐƠN|Khi tôi cô đơn tôi muốn quen một người để yêu...|Phạm Trưởng
57000|ĐIỀU ƯỚC MƯA|Đưa em về trên phố bông cơn mưa rơi vô tình...|Lý Hào Nam
57128|NGỠ ĐÃ QUÊN EM|Ngày tháng trôi mãi cuộc tình thoáng sương khói...|Minh Trang
54990|HÀ NỘI BÌNH YÊN|Về đây nhé bình yên, nơi ấu thơ xưa...|Tăng Nhật Tuệ
57105|MỘT NGÀY VẮNG EM|Sớm hôm nay se lạnh gió heo may...|Thái Thịnh
53788|NỮ SINH|Nhớ đến ánh mắt ngây thơ nụ cười dễ thương…|Lê Quốc Dũng
56201|TIA NẮNG HẠT MƯA|Hình như trong từng tia nắng có nét tinh nghịch bạn trai...|Khánh Vinh
51147|BÀI CA DAO ĐẦU ĐỜI|Em có nhớ bài ca dao…|Quốc Dũng
53373|ĐỪNG TRÁCH LÁ DIÊU BÔNG|Anh trách sao nỡ vội lấy chồng…|Cổ nhạc: Hùng Dũng TN: Trần Hải - Trần Thiết Hùng
57930|THÂN PHẬN|Ngày xưa anh bước trên con đường Đường ngày xưa anh cùng em...|Vương Anh Tú
55107|RỒI MAI TÔI ĐƯA EM|Rồi mai tôi đưa em xa kỷ niệm, xin lời cuối không dối gian...|Trường Sa
52898|GIẬN HỜN GIÚP TA HIỂU NHAU HƠN|Em hơi buồn khi anh không hay biết, em luôn cần anh…|Quang Huy
56863|TÌM EM CÂU HÁT DÂN CA|Anh về tìm em qua câu dân ca, con mắt liếc lại...|Nguyễn Tiến
58160|NGHĨ LẠI|Tình yêu khi đến lúc phai úa, mình nói lời từ biệt,...|Phan Mạnh Quỳnh
51736|TRÁI TIM ĐAU|Vẫn biết có lúc nước mắt rớt phía cuối phố...|Nhạc Thái
50861|HÀ NỘI ĐÊM TRỞ GIÓ|Hà Nội ơi tươi xanh màu áo học trò…|Chu Lai
55959|ÁNH SAO BĂNG CÔ ĐƠN|Ngồi trong đêm anh ngắm sao nghe lòng bao xót xa...|Cao Quân Kiệt
50676|BIẾT ƠN VÕ THỊ SÁU|Mùa hoa lê ki ma nở…|Nguyễn Đức Toàn
54025|ĐÁM CƯỚI MÙA XUÂN|Mùa xuân ơi tình em gọi mời...|Trương Quang Tuấn
57451|BÀ XÃ ƠI BÀ XÃ|Em của tôi tròn tròn, ôi làn da dòn dòn…|Nguyễn Hồng Thuận
50248|YÊU NHAU ĐI|Yêu nhau đi đời ta có nghĩa chi...|Nguyễn Hữu Thiết
56631|XIN TRẢ TÔI VỀ|Xin trả tôi về ngày xưa thơ mộng đó, bên mái tranh chiều ngồi ngắm…|Mặc Thế Nhân
51269|DẤU CHẤM HỎI|Cha ơi cha là ai…|Thế Hiển
56075|GIÓ LÊN|Gió lên kìa gió lên… Gió lên gió đẩy gió đưa, tình anh thương nàng lâu lắm...|Minh Vy
54991|HÀ TÂY QUÊ LỤA|Bóng chiếc thoi đưa, ánh mắt long lanh, trời đất Hà Tây...|Nhật Lai
57140|NHỚ MƯA|Ngồi bên hiên lắng nghe mưa rơi chiều mình em ngồi bên quán vắng...|Huy Tuấn
54200|CÔ GÁI MƯỜNG BÊN SÔNG ĐÀ|Cô gái Mường bên sông Đà, em đẹp lắm lắm...|Phạm Minh Tuấn
58574|SỰ THẬT KHI ANH RA ĐI|Người ơi anh mong em hãy hiểu cho một lần Rời xa em...|Tô Tài Năng
51673|TÌNH CUỒNG SAY|Có phải em là mây…|Hoàng Thái Châu
53703|CÔ GÁI PA KÔ CON CHÁU BÁC HỒ|Mùa xuân đến rồi bản làng ơi, thơ Bác gọi dậy vang non sông…|Huy Thục
59148|EM KHÓC LÀM ANH ĐAU|Tình đã tan vỡ khi người yêu đã vội ra đi Quên...|Khánh Trung
54270|KÝ ỨC BUỒN|Từng ngày trôi qua mang theo giấc mơ yêu thương...|Đăng Thiện
54112|RU TA NGẬM NGÙI|Môi nào hãy còn thơm cho ta phơi cuộc tình...|Trịnh Công Sơn
58488|KHĂN QUÀNG THẮM MÃI VAI EM|Khi trông phương đông vừa hé ánh dương. Khăn quàng trên vai chúng...|Ngô Ngọc Báu
58373|ÁC MỘNG CỦA NHỮNG GIẤC MƠ|Từng cơn gió xuyên qua nhánh cây Từng tia nắng mang theo bóng...|Đông Nhi
54874|ANH XIN LỖI (ANH SORRY)|Ngày đó ta gặp nhau, một thời tuổi thơ mình đã trao về nhau...|Thái Thịnh
50906|PHƯỢNG YÊU|Một mùa hè đầy ái ân…|Nhạc Hoa
53182|NGƯỜI MÃI XA RỒI|Mới hôm nào còn đây mình cùng tay nắm tay...|Duy Mạnh
50375|TIẾNG CHUÔNG NGÂN ĐÊM NOEL|Mừng ngày Chúa sinh…|Nhạc ngoại
52717|BÀI CHO EM|Chiều nay ngồi viết riêng cho em, cho em bài hát êm đềm…|Từ Công Phụng
52937|THIÊN ĐƯỜNG KHÔNG LỐI|Đến sau cuối rồi người cũng bỏ ta đi sau bao năm mật ngọt...|Trương Lê Sơn
53481|RƯỚC DÂU MIỆT VƯỜN|Nghe xôn xao xóm trên làng bên, ôi vui ghê rước dâu miệt vườn...|Phố Thu
53339|THỀM NHÀ CÓ HOA|Nắng hoàng hôn đã tắt bóng mây mờ dần sau cơn gió thoảng...|Thanh Tâm
55667|1, 2, 3 KHÓC|Màn đêm xuống dần cô đơn, mình anh với anh mong em về đây…|Khánh Đơn
53356|TRÁI MỒNG TƠI|Thân nghèo rớt trái mồng tơi, thôi đành vỡ mộng buồn ơi...|Vinh Sử
50360|CHUYỆN PHIM BUỒN (SAD MOVIES)|Đành lấy có mỗi vé vậy…|Nhạc Pháp
54137|VÌ ANH MỘT LẦN NỮA|Mưa nặng hạt làm lòng tôi đau...|Minh Khang
50302|EM ĐI CHƠI THUYỀN|Em đi chơi thuyền…|Trần Kiết Tường
50029|LỜI TỎ TÌNH CỦA MÙA XUÂN|Mùa xuân đến đạp xe trên phố...|Thanh Tùng
55763|NẾU EM LÀ…|Nếu em là họa sĩ, em sẽ vẽ bức tranh mang dáng hình thầy cô...|Trương Quang Lục
52847|XIN CHO TÔI|Xin cho mây che đủ phận người, xin cho tôi một sáng…|Trịnh Công Sơn
55309|EM YÊU|Em yêu mẹ có bao nét dịu hiền, em yêu vầng trán mẹ cao cao...|Nguyễn Văn Hiên
54466|GIẤC MƠ VỀ MỘT NGÔI NHÀ|Người nói yêu tôi để cho tôi mơ mộng một tình yêu...|Khánh Đơn
56433|KHI TỔ QUỐC CẦN|Ta đang bước đi trên con đường vinh quang, trong tim khắc ghi…|Phạm Đăng Khương
52104|TRẦU ƠI|Em thường qua ngõ nhà tôi, nghiêng nghiêng…|Thế Hiển
51974|BAY CAO TIẾNG HÁT ƯỚC MƠ|Đỏ thắm khăn quàng trên màu cờ…|Nguyễn Nam
52681|THẬT LÒNG EM KHÔNG MUỐN THẾ|Này người tình đã xa mãi, thật lòng này xin lỗi anh...|Nguyên Chấn Phong
56063|EM MƠ VỀ ANH|Lặng im bóng cây lặng im bóng mây, lặng im góc sân trưa nắng vàng...|Huy Tuấn
56730|HÀ NỘI TRÀ ĐÁ VỈA HÈ|Cho tôi xin một ly trà đá góc phố nơi tôi hay về qua...|Đinh Mạnh Ninh
55678|GIÂY PHÚT CUỐI|Ngày mai xa nhau tim anh nghe nhói đau...|Bằng Cường
60090|BUÔNG|Có lẽ đôi tay ai đang run Có lẽ con tim ai đang...|Nguyễn Duy Anh
53847|CHÀO BUỔI SÁNG|Da da di... chào buổi sáng, nhìn bao bước chân trên đường...|Nguyễn Dân
53874|GIẤC MƠ NGỌT NGÀO|Đêm nay gió về từng cơn gió nhẹ mang thương nhớ âm thầm...|Hồ Hoài Anh
50079|CHIỀU MỘT MÌNH QUA PHỐ|Chiều một mình qua phố...|Trịnh Công Sơn
59019|CHÂN TÌNH - REMIX|Mùa xuân vừa đến hoa về trên những bàn tay Và em...|Trần Lê Quỳnh
59193|MẢNH GIẤY YÊU THƯƠNG|Mảnh Giấy Yêu Thương Trình bày: Nguyễn Đình Vũ Sáng tác: Nguyễn...|Nguyễn Đình Vũ
51143|HOA TÍM NGOÀI SÂN|Một ngày tình cờ, trên đường phố tôi có bàn chân em…|Thanh Tùng
58098|ĐỜI LÀ NHƯ THẾ|Đời ai không lo toan 2 điều cơm áo xoay quanh đồng...|Nguyễn Hoài Anh
52399|NGƯỜI ƠI TA CHIA TAY|Đừng nói nữa ơi người ơi khi tình ta đã xa thật rồi...|Hoài An
55713|ANH LÀ ÁNH SAO BĂNG|Đời như giọt sương đong đầy rồi tan vỡ…|Trung Lê
52379|LỠ DUYÊN|Thuở nào mơ bướm mơ hoa, sáng sáng trưa chiều…|Hồng Xương Long
56540|QUÊN MỘT CUỘC TÌNH|Đừng vội trách người ơi nếu giấc mơ không thành, một mình ngồi đếm sao…|Lê Quang
55930|TÌNH YÊU LẶNG LẼ|Vì yêu em mà không thể nói lời yêu dấu in sâu trong lòng…|Nguyễn Văn Chung
53447|MỘT MAI EM ĐI|Một mai xa nhau xin nhớ cho nhau nụ cười...|Trường Sa
50755|NGƯỜI ĐÀN BÀ ĐANG YÊU|Kiếp sống mong manh như tơ trời…|Nhạc Pháp
55222|BÀI HỌC ĐẦU TIÊN|Thưa thầy em đã thuộc bài học sáng nay trong bài giảng...|Trương Xuân Mẫn
56479|MỪNG SINH NHẬT CỦA EM|Cũng chẳng thể nói với em một câu, từ ngày hôm ấy cách xa lâu rồi…|Nguyễn Văn Chung
